FID,OBJECTID,GEOID10,ALAND10,AWATER10,POP100,HU100,Type,Res,BG_ID_10,CT_ID_10,BOSNA_R_ID,NSA_NAME,BRA_PD_ID,BRA_PD,ZIPCODE,City_Counc,WARD,ISD_Nbhd,Police_Dis,Fire_Distr,PWD,Shape_Leng,Shape_Area
138,139,250250008021,128811,0,1305,485,I,0,250250008021,25025000802,1,Allston,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.02608874,1.40749E-05
139,140,250250008031,980287,0,3103,945,I,0,250250008031,25025000803,1,Allston,8,Allston/Brighton,2134,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.076350008,0.000107124
140,141,250250008032,177904,0,3481,1,I,0,250250008032,25025000803,1,Allston,8,Allston/Brighton,2215,8,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.025531477,1.94383E-05
141,142,250250008025,132095,0,1821,832,I,0,250250008025,25025000802,1,Allston,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.018184427,1.44333E-05
142,143,250250511011,220657,0,1602,598,R,1,250250511011,25025051101,29,Harbor View/Orient Heights,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.031305654,2.41234E-05
143,144,250250511014,227171,265,1005,385,I,0,250250511014,25025051101,29,Harbor View/Orient Heights,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.038799978,2.48656E-05
144,145,250259815021,1252250,27493,9,3,I,0,250259815021,25025981502,29,Harbor View/Orient Heights,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.060570001,0.000139928
145,146,250251008004,778145,141896,1117,666,P,0,250251008004,25025100800,19,East Lower Mills/Cedar Grove,12,South Dorchester,2124,3,17,Dorchester,11,8,3-07:  South Dorchester,0.052967297,0.000100405
146,147,250251009001,166439,0,761,307,R,1,250251009001,25025100900,19,East Lower Mills/Cedar Grove,12,South Dorchester,2124,3,17,Dorchester,11,8,3-07:  South Dorchester,0.019211244,1.81645E-05
147,148,250251009005,242946,0,932,346,R,1,250251009005,25025100900,25,W Codman Hill/W. Lower Mills,13,Mattapan,2126,3,17,Mattapan,3,8,3-07:  South Dorchester,0.02613795,2.65135E-05
148,149,250251009002,136333,0,569,237,R,1,250251009002,25025100900,19,East Lower Mills/Cedar Grove,12,South Dorchester,2124,3,17,Dorchester,11,8,3-07:  South Dorchester,0.015570253,1.4878E-05
149,150,250251009004,205154,39773,515,218,R,1,250251009004,25025100900,47,Southern Mattapan,13,Mattapan,2126,4,18,Mattapan,3,8,3-07:  South Dorchester,0.035221559,2.67276E-05
150,151,250251009003,204623,5943,1295,621,R,1,250251009003,25025100900,25,W Codman Hill/W. Lower Mills,13,Mattapan,2126,3,17,Mattapan,3,8,3-07:  South Dorchester,0.027708319,2.29784E-05
151,152,250259811002,246975,0,12,2,P,0,250259811002,25025981100,47,Southern Mattapan,13,Mattapan,2126,5,18,Mattapan,3,8,3-07:  South Dorchester,0.026632813,2.69548E-05
152,153,250251010016,368307,0,1230,544,R,1,250251010016,25025101001,47,Southern Mattapan,13,Mattapan,2126,5,18,Mattapan,3,8,3-07:  South Dorchester,0.027393363,4.01932E-05
153,154,250251010015,128096,0,1099,497,R,1,250251010015,25025101001,47,Southern Mattapan,13,Mattapan,2126,5,18,Mattapan,18,8,2-08: Hyde Park,0.016157529,1.39781E-05
154,155,250251010014,195301,0,952,369,R,1,250251010014,25025101001,47,Southern Mattapan,13,Mattapan,2126,4,18,Mattapan,3,8,3-07:  South Dorchester,0.024625759,2.13116E-05
155,156,250251010012,205592,0,733,312,R,1,250251010012,25025101001,47,Southern Mattapan,13,Mattapan,2126,5,18,Mattapan,3,8,3-07:  South Dorchester,0.019369896,2.24364E-05
156,157,250251010022,545135,0,2261,983,R,1,250251010022,25025101002,47,Southern Mattapan,13,Mattapan,2126,4,18,Mattapan,3,8,3-07:  South Dorchester,0.040528641,5.94908E-05
157,158,250250708001,66875,0,1594,965,R,1,250250708001,25025070800,64,South End - Columbus,6,South End,2118,7,4,South End,4,4,1-1C: Back Bay/South End/Downtown,0.011159288,7.30573E-06
158,159,250250709001,113802,0,2166,1231,R,1,250250709001,25025070900,65,South End - Shawmut,6,South End,2118,7,9,South End,4,4,1-1C: Back Bay/South End/Downtown,0.015101113,1.24319E-05
159,160,250250709002,53667,0,1163,567,R,1,250250709002,25025070900,65,South End - Shawmut,6,South End,2118,7,9,South End,4,4,1-10A:  Roxbury,0.0124303,5.86246E-06
160,161,250250711012,167074,0,1424,750,I,0,250250711012,25025071101,66,South End - Harrison Lenox,6,South End,2118,2,8,South End,4,4,1-1C: Back Bay/South End/Downtown,0.023359686,1.82505E-05
161,162,250250711011,139342,0,1498,928,I,0,250250711011,25025071101,66,South End - Harrison Lenox,6,South End,2118,2,8,South End,4,4,1-1C: Back Bay/South End/Downtown,0.016812962,1.52214E-05
162,163,250250712012,118284,0,1232,580,R,1,250250712012,25025071201,66,South End - Harrison Lenox,6,South End,2118,2,8,South End,4,4,1-1C: Back Bay/South End/Downtown,0.018768233,1.29216E-05
163,164,250250801001,935935,0,2612,450,I,0,250250801001,25025080100,13,Columbia Pt/Savin Hill,10,Roxbury,2119,7,8,Roxbury,6,7,1-1C: Back Bay/South End/Downtown,0.049730389,0.000102228
164,165,250250801002,90456,0,738,294,R,1,250250801002,25025080100,58,Sav-Mor,10,Roxbury,2119,7,8,Roxbury,2,7,1-10A:  Roxbury,0.013465665,9.87943E-06
165,166,250250805002,139954,0,2020,863,R,1,250250805002,25025080500,66,South End - Harrison Lenox,6,South End,2118,7,9,South End,4,4,1-10A:  Roxbury,0.016962552,1.52878E-05
166,167,250250804012,145872,0,1445,723,R,1,250250804012,25025080401,57,Lower Roxbury,10,Roxbury,2120,7,9,Roxbury,2,9,1-10A:  Roxbury,0.019169225,1.59335E-05
167,168,250250805001,105616,0,1076,460,R,1,250250805001,25025080500,66,South End - Harrison Lenox,6,South End,2120,7,9,South End,4,4,1-10A:  Roxbury,0.019981703,1.1537E-05
168,169,250250806011,219814,0,3212,458,I,0,250250806011,25025080601,66,South End - Harrison Lenox,6,South End,2115,7,9,South End,4,4,1-10A:  Roxbury,0.032341863,2.40118E-05
169,170,250250711013,56353,0,831,507,R,1,250250711013,25025071101,66,South End - Harrison Lenox,6,South End,2118,2,8,South End,4,7,1-10A:  Roxbury,0.013984756,6.15571E-06
170,171,250250806013,115884,0,459,242,R,1,250250806013,25025080601,56,Highland Park,10,Roxbury,2119,7,9,Roxbury,2,9,1-10A:  Roxbury,0.021174873,1.26573E-05
171,172,250250809001,41073,0,1411,838,I,0,250250809001,25025080900,49,Medical Center Area,7,Fenway/Kenmore,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.009894205,4.48657E-06
172,173,250250809003,106845,0,1079,433,I,0,250250809003,25025080900,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.015741376,1.16707E-05
173,174,250259816001,586984,158872,0,0,P,0,250259816001,25025981600,29,Harbor View/Orient Heights,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.055470283,8.15414E-05
174,175,250251010011,259821,0,721,242,P,0,250251010011,25025101001,47,Southern Mattapan,13,Mattapan,2126,5,18,Mattapan,3,8,3-07:  South Dorchester,0.038423534,2.83555E-05
175,176,250250102043,145995,0,878,517,I,0,250250102043,25025010204,32,Kenmore,7,Fenway/Kenmore,2215,8,21,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.018203864,1.59507E-05
176,177,250250102042,68868,0,1197,479,I,0,250250102042,25025010204,32,Kenmore,7,Fenway/Kenmore,2215,8,21,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.013549372,7.52429E-06
177,178,250250104081,43381,0,1426,961,I,0,250250104081,25025010408,33,West Fens,7,Fenway/Kenmore,2215,8,5,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.008881877,4.73929E-06
178,179,250251106073,410793,0,1586,734,P,0,250251106073,25025110607,53,Centre South,14,Roslindale,2131,5,20,Roslindale,5,9,2-06:  West Roxbury/Roslindale,0.040547279,4.48405E-05
179,180,250259810001,1126260,4754,22,5,P,0,250259810001,25025981000,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.062788004,0.000123476
180,181,250251010021,192895,0,802,361,R,1,250251010021,25025101002,47,Southern Mattapan,13,Mattapan,2126,4,18,Mattapan,3,8,3-07:  South Dorchester,0.023787294,2.10515E-05
181,182,250251010023,427182,4369,1916,805,R,1,250251010023,25025101002,47,Southern Mattapan,13,Mattapan,2126,4,18,Mattapan,3,8,3-07:  South Dorchester,0.043899665,4.70946E-05
182,183,250251011022,160976,0,1494,541,R,1,250251011022,25025101102,48,Wellington Hill,13,Mattapan,2126,4,14,Mattapan,3,8,3-07:  South Dorchester,0.018579333,1.75688E-05
183,184,250251011013,169713,0,1476,543,R,1,250251011013,25025101101,48,Wellington Hill,13,Mattapan,2126,4,14,Mattapan,3,8,3-07:  South Dorchester,0.025455875,1.85231E-05
184,185,250251011011,68101,0,775,276,R,1,250251011011,25025101101,48,Wellington Hill,13,Mattapan,2126,4,14,Mattapan,3,8,3-07:  South Dorchester,0.013367103,7.43327E-06
185,186,250251011021,83117,0,849,310,R,1,250251011021,25025101102,48,Wellington Hill,13,Mattapan,2126,4,14,Mattapan,3,8,3-07:  South Dorchester,0.013264142,9.07179E-06
186,187,250251011023,164619,0,712,304,R,1,250251011023,25025101102,48,Wellington Hill,13,Mattapan,2126,4,18,Mattapan,3,8,3-07:  South Dorchester,0.02509847,1.79658E-05
187,188,250251011024,152532,0,1341,517,R,1,250251011024,25025101102,48,Wellington Hill,13,Mattapan,2126,5,18,Mattapan,3,8,3-07:  South Dorchester,0.018235742,1.66466E-05
188,189,250251011012,141954,0,904,341,R,1,250251011012,25025101101,48,Wellington Hill,13,Mattapan,2126,4,14,Mattapan,3,8,3-07:  South Dorchester,0.015274986,1.54935E-05
189,190,250251201043,94641,0,780,457,R,1,250251201043,25025120104,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.01544676,1.03338E-05
190,191,250251101034,90525,0,620,289,R,1,250251101034,25025110103,43,Forest Hills/Woodbourne,14,Roslindale,2130,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale,0.015498633,9.88192E-06
191,192,250259811001,693384,6220,0,0,P,0,250259811001,25025981100,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,18,Roslindale,18,12,2-02: Jamaica Plain/Roslindale,0.04466827,7.63561E-05
192,193,250251103012,400854,0,1271,552,R,1,250251103012,25025110301,43,Forest Hills/Woodbourne,14,Roslindale,2131,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale,0.034428004,4.37557E-05
193,194,250250810011,275972,0,515,255,I,0,250250810011,25025081001,49,Medical Center Area,7,Fenway/Kenmore,2115,8,4,Fenway/Kenmore,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.026153508,3.01465E-05
194,195,250250810014,85273,0,1223,581,R,1,250250810014,25025081001,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.016413243,9.31423E-06
195,196,250250810012,114984,0,2365,1141,R,1,250250810012,25025081001,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2115,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.018941622,1.256E-05
196,197,250250810013,82259,0,787,310,R,1,250250810013,25025081001,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.022869033,8.98483E-06
197,198,250250811001,255803,0,1467,524,R,1,250250811001,25025081100,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.02465802,2.79397E-05
198,199,250250811002,122288,0,1643,826,R,1,250250811002,25025081100,51,Top/Back of Hill/Delle Av/RTH,9,Jamaica Plain,2120,8,10,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.019424603,1.3357E-05
199,200,250250811003,117786,0,981,431,P,0,250250811003,25025081100,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,8,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill,0.023316532,1.28646E-05
200,201,250250812002,129455,0,1135,418,R,1,250250812002,25025081200,44,Hyde Square,9,Jamaica Plain,2130,6,10,Jamaica Plain,13,9,1-10A: Kenmore/Fenway/Mission Hill,0.016567379,1.41386E-05
201,202,250250813001,135177,0,1661,806,R,1,250250813001,25025081300,59,Washington Park,10,Roxbury,2119,7,11,Roxbury,13,9,1-10A:  Roxbury,0.015352474,1.47615E-05
202,203,250250813003,184994,0,1350,615,R,1,250250813003,25025081300,42,Egleston Square,10,Roxbury,2119,6,11,Roxbury,13,9,1-10A:  Roxbury,0.022813279,2.0203E-05
203,204,250250814001,174743,0,1067,558,R,1,250250814001,25025081400,56,Highland Park,10,Roxbury,2119,7,9,Roxbury,2,9,1-10A:  Roxbury,0.017488468,1.90858E-05
204,205,250250814002,127954,0,772,355,R,1,250250814002,25025081400,56,Highland Park,10,Roxbury,2119,7,9,Roxbury,2,9,1-10A:  Roxbury,0.02055903,1.39758E-05
205,206,250250815001,155962,0,788,351,R,1,250250815001,25025081500,56,Highland Park,10,Roxbury,2119,7,11,Roxbury,2,9,1-10A:  Roxbury,0.020170137,1.70334E-05
206,207,250251201053,527934,159,635,319,R,1,250251201053,25025120105,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.050851875,5.76691E-05
207,208,250250808011,195975,0,2219,377,I,0,250250808011,25025080801,49,Medical Center Area,7,Fenway/Kenmore,2120,7,4,Mission Hill,2,9,1-10A: Kenmore/Fenway/Mission Hill,0.025195041,2.14075E-05
208,209,250250104031,36932,0,1236,857,I,0,250250104031,25025010403,31,Fenway,7,Fenway/Kenmore,2115,8,4,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.008749884,4.03496E-06
209,210,250250104052,84201,0,2305,633,I,0,250250104052,25025010405,31,Fenway,7,Fenway/Kenmore,2115,8,4,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.0203074,9.19873E-06
210,211,250250104042,34813,0,2548,245,I,0,250250104042,25025010404,31,Fenway,7,Fenway/Kenmore,2115,7,4,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.012234654,3.80314E-06
211,212,250250107021,154608,0,663,482,R,1,250250107021,25025010702,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.023541086,1.68928E-05
212,213,250250107022,53205,0,775,465,R,1,250250107022,25025010702,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.011578694,5.81355E-06
213,214,250250107023,92168,0,962,696,R,1,250250107023,25025010702,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.013739368,1.00709E-05
214,215,250250107012,47537,0,668,466,R,1,250250107012,25025010701,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.009257574,5.19395E-06
215,216,250250108013,54573,0,1155,867,R,1,250250108013,25025010801,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.016578245,5.963E-06
216,217,250250107013,80810,0,778,581,R,1,250250107013,25025010701,8,Back Bay West,5,Back Bay/Beacon Hill,2115,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.012643553,8.82908E-06
217,218,250250107011,73970,0,1032,552,R,1,250250107011,25025010701,8,Back Bay West,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.015066527,8.08193E-06
218,219,250250203011,198772,328,350,205,D,0,250250203011,25025020301,26,Downtown/Central/West End,4,Central,2114,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End,0.036738875,2.17585E-05
219,220,250250203012,57486,0,1673,1209,D,0,250250203012,25025020301,26,Downtown/Central/West End,4,Central,2114,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End,0.012448001,6.28239E-06
220,221,250250302001,66711,0,1665,1103,D,0,250250302001,25025030200,52,North End/Waterfront,4,Central,2113,1,3,North End,1,3,1-1B:  Beacon Hill/West End/North End,0.013622669,7.29062E-06
221,222,250251104012,308728,0,1555,629,R,1,250251104012,25025110401,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,19,Roslindale,5,12,2-02: Jamaica Plain/Roslindale,0.026883174,3.36974E-05
222,223,250259811004,793316,1953,400,128,P,0,250259811004,25025981100,48,Wellington Hill,13,Mattapan,2124,4,14,Mattapan,3,12,2-02: Jamaica Plain/Roslindale,0.037620854,8.68076E-05
223,224,250251104011,213720,0,2011,733,R,1,250251104011,25025110401,54,Lower Washington/Mt Hope,14,Roslindale,2131,5,19,Roslindale,5,12,2-02: Jamaica Plain/Roslindale,0.022233606,2.33288E-05
224,225,250251104034,206594,0,975,377,R,1,250251104034,25025110403,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,18,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.021685922,2.25473E-05
225,226,250251104032,201471,0,783,314,R,1,250251104032,25025110403,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,19,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.021793922,2.1989E-05
226,227,250251104033,160789,0,657,258,R,1,250251104033,25025110403,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,18,Roslindale,18,12,2-08: Hyde Park,0.019258322,1.75471E-05
227,228,250251104031,158281,7697,905,426,R,1,250251104031,25025110403,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,19,Roslindale,18,12,2-06:  West Roxbury/Roslindale,0.018598432,1.81144E-05
228,229,250259811003,979939,10918,6,6,P,0,250259811003,25025981100,43,Forest Hills/Woodbourne,14,Roslindale,2130,6,19,Roslindale,13,12,2-02: Jamaica Plain/Roslindale,0.048223777,0.000108167
229,230,250251105013,162048,0,906,373,R,1,250251105013,25025110501,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.018834932,1.76874E-05
230,231,250251106074,290498,0,949,273,R,1,250251106074,25025110607,53,Centre South,14,Roslindale,2131,5,20,Roslindale,5,9,2-06:  West Roxbury/Roslindale,0.024004147,3.17122E-05
231,232,250251105022,312441,0,1855,810,R,1,250251105022,25025110502,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,18,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.032056166,3.41011E-05
232,233,250251105021,223215,0,1311,589,R,1,250251105021,25025110502,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.025465922,2.43637E-05
233,234,250251105023,148642,0,640,285,R,1,250251105023,25025110502,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.019911335,1.62234E-05
234,235,250251105011,154010,0,849,367,R,1,250251105011,25025110501,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.018107811,1.68096E-05
235,236,250250815002,180331,0,1346,554,R,1,250250815002,25025081500,59,Washington Park,10,Roxbury,2119,7,11,Roxbury,2,9,1-10A:  Roxbury,0.018690572,1.96933E-05
236,237,250250817004,97248,0,887,355,R,1,250250817004,25025081700,59,Washington Park,10,Roxbury,2119,7,12,Roxbury,2,9,1-10A:  Roxbury,0.01708537,1.06209E-05
237,238,250250817003,179948,0,780,291,P,0,250250817003,25025081700,59,Washington Park,10,Roxbury,2119,7,12,Roxbury,2,9,1-10A:  Roxbury,0.018504554,1.96521E-05
238,239,250250817001,77624,0,619,225,R,1,250250817001,25025081700,59,Washington Park,10,Roxbury,2119,7,12,Roxbury,2,9,1-10A:  Roxbury,0.017082539,8.47767E-06
239,240,250250817002,124298,0,893,430,R,1,250250817002,25025081700,59,Washington Park,10,Roxbury,2119,7,12,Roxbury,2,9,1-10A:  Roxbury,0.015272942,1.35746E-05
240,241,250250818001,130517,0,1157,577,R,1,250250818001,25025081800,58,Sav-Mor,10,Roxbury,2119,7,12,Roxbury,2,7,1-10A:  Roxbury,0.016359522,1.42543E-05
241,242,250250818002,106704,0,921,442,R,1,250250818002,25025081800,58,Sav-Mor,10,Roxbury,2119,7,12,Roxbury,2,7,1-10A:  Roxbury,0.017096794,1.16532E-05
242,243,250250818003,136699,0,820,369,R,1,250250818003,25025081800,58,Sav-Mor,10,Roxbury,2119,7,12,Roxbury,2,7,1-10A:  Roxbury,0.01594361,1.49282E-05
243,244,250250819001,150397,0,906,453,R,1,250250819001,25025081900,59,Washington Park,10,Roxbury,2119,7,12,Roxbury,2,9,1-10A:  Roxbury,0.022308681,1.6424E-05
244,245,250250819002,79141,0,617,259,R,1,250250819002,25025081900,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.012570969,8.64246E-06
245,246,250250819004,101199,0,992,428,R,1,250250819004,25025081900,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.014543664,1.10505E-05
246,247,250250819003,102648,0,600,257,R,1,250250819003,25025081900,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.015711966,1.1209E-05
247,248,250250820002,114886,0,682,298,R,1,250250820002,25025082000,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.016317412,1.25451E-05
248,249,250250820003,112982,0,841,414,R,1,250250820003,25025082000,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.015169224,1.23377E-05
249,250,250250820001,164290,0,1292,566,R,1,250250820001,25025082000,58,Sav-Mor,10,Roxbury,2121,7,12,Roxbury,2,7,1-10A:  Roxbury,0.018193911,1.79402E-05
250,251,250250821001,97929,0,1228,526,R,1,250250821001,25025082100,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.013132903,1.0693E-05
251,252,250250203032,375574,78767,1343,365,D,0,250250203032,25025020303,26,Downtown/Central/West End,4,Central,2114,8,3,West End,1,3,1-1B:  Beacon Hill/West End/North End,0.036962395,4.96532E-05
252,253,250250001001,1373875,0,1422,604,I,0,250250001001,25025000100,1,Allston,8,Allston/Brighton,2135,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.106593802,0.000150137
253,254,250250304002,44578,0,932,665,D,0,250250304002,25025030400,52,North End/Waterfront,4,Central,2113,1,3,North End,1,3,1-1B:  Beacon Hill/West End/North End,0.010102837,4.87147E-06
254,255,250250108023,36306,0,586,451,R,1,250250108023,25025010802,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.012156097,3.96694E-06
255,256,250250108012,44983,0,964,678,R,1,250250108012,25025010801,7,Back Bay East,5,Back Bay/Beacon Hill,2116,8,5,Back Bay,4,4,1-1C: Back Bay/South End/Downtown,0.012748105,4.91519E-06
256,257,250250201012,60757,0,896,691,R,1,250250201012,25025020101,6,Beacon Hill,5,Back Bay/Beacon Hill,2108,8,5,Beacon Hill,1,3,1-1B:  Beacon Hill/West End/North End,0.016580232,6.63889E-06
257,258,250250404012,308658,28580,750,456,R,1,250250404012,25025040401,11,Thompson Sq/Bunker Hill,2,Charlestown,2129,1,2,Charlestown,15,3,1-1A:  Charlestown,0.037382673,3.686E-05
258,259,250250101033,132268,0,1314,167,I,0,250250101033,25025010103,32,Kenmore,7,Fenway/Kenmore,2215,8,21,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.027376215,1.44516E-05
259,260,250251106011,1104066,8282,1915,865,R,1,250251106011,25025110601,68,Brook Farm/VFW Parkway,15,West Roxbury,2131,6,20,West Roxbury,13,9,2-06:  West Roxbury/Roslindale,0.055283647,0.000121435
260,261,250251106012,302517,0,1054,430,R,1,250251106012,25025110601,68,Brook Farm/VFW Parkway,15,West Roxbury,2132,6,20,West Roxbury,5,9,2-06:  West Roxbury/Roslindale,0.028135662,3.3023E-05
261,262,250251105012,331790,0,1498,631,R,1,250251105012,25025110501,55,Metropolitan Hill/Beech St,14,Roslindale,2131,5,20,Roslindale,5,12,2-06:  West Roxbury/Roslindale,0.025967631,3.62118E-05
262,263,250251106071,154851,0,1013,519,R,1,250251106071,25025110607,53,Centre South,14,Roslindale,2131,5,20,Roslindale,5,9,2-06:  West Roxbury/Roslindale,0.01704033,1.69035E-05
263,264,250251106072,315145,0,1529,701,R,1,250251106072,25025110607,53,Centre South,14,Roslindale,2131,6,20,Roslindale,5,9,2-06:  West Roxbury/Roslindale,0.028628442,3.43993E-05
264,265,250251201042,85091,0,799,351,R,1,250251201042,25025120104,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.014145069,9.29055E-06
265,266,250251201051,787386,2315,876,246,R,1,250251201051,25025120105,46,Jamaica Hills/Pond,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.045132108,8.62213E-05
266,267,250251202012,324751,0,1841,894,R,1,250251202012,25025120201,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,11,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.024272855,3.54581E-05
267,268,250251205002,63634,0,733,270,R,1,250251205002,25025120500,44,Hyde Square,9,Jamaica Plain,2130,6,10,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.012533045,6.94962E-06
268,269,250251203011,141686,0,1166,443,R,1,250251203011,25025120301,42,Egleston Square,10,Roxbury,2130,6,11,Roxbury,13,9,2-02: Jamaica Plain/Roslindale,0.016981351,1.54727E-05
269,270,250251203012,81447,0,855,331,R,1,250251203012,25025120301,42,Egleston Square,10,Roxbury,2130,7,11,Roxbury,13,9,2-02: Jamaica Plain/Roslindale,0.013135307,8.89376E-06
270,271,250251204003,188298,0,895,466,R,1,250251204003,25025120400,45,Jamaica Central/South/Sumner,9,Jamaica Plain,2130,6,19,Jamaica Plain,13,9,2-02: Jamaica Plain/Roslindale,0.025509226,2.05604E-05
271,272,250250821002,101804,0,1553,579,R,1,250250821002,25025082100,59,Washington Park,10,Roxbury,2121,7,12,Roxbury,2,9,1-10A:  Roxbury,0.015581599,1.11157E-05
272,273,250250901004,105076,0,1099,414,R,1,250250901004,25025090100,34,Franklin Field North,10,Roxbury,2121,4,14,Roxbury,3,7,3-03:  North Dorchester,0.023877754,1.14717E-05
273,274,250250901005,74172,0,617,249,R,1,250250901005,25025090100,34,Franklin Field North,10,Roxbury,2121,4,14,Roxbury,3,7,3-03:  North Dorchester,0.015039491,8.09767E-06
274,275,250250901001,109636,0,1631,660,R,1,250250901001,25025090100,34,Franklin Field North,10,Roxbury,2121,4,14,Roxbury,2,7,3-03:  North Dorchester,0.014839746,1.19707E-05
